borrower_id,age,location,employment_type,borrower_type,credit_score,traditional_payment_history_pct,credit_inquiries,utility_on_time_pct,rent_avg_days_late,mobile_disconnects,avg_bank_balance,overdraft_events,job_tenure_months,monthly_income,income_fluctuation_pct,existing_debt,is_default
B_003962,28,Urban,Salaried,Traditional,831.8844359097582,62.183834080539015,3.0,57.65569746238257,5.623322587328936,0,839.34,1,130.0,3493.12,1.6,1465.2,0
B_003963,56,Urban,Self-Employed,Traditional,794.0906255676001,78.09436111146677,1.0,51.89274286572354,,0,1323.3,0,2.0,6207.78,12.9,776.89,1
B_003964,21,Rural,Salaried,Thin File,,,,58.90241155090271,0.42018245324902703,0,633.39,0,8.0,4473.9,3.97,10568.01,1
B_003965,68,Rural,Salaried,Traditional,674.8440576929474,81.81627658573467,2.0,84.0168480104455,10.659233069259281,0,2317.4,3,28.0,1656.61,0.53,1673.33,0
B_003966,18,Suburban,Self-Employed,Thin File,,,,58.52227954303398,8.887379988423877,0,426.72,2,26.0,2439.14,19.91,509.48,1
B_003967,45,Suburban,Gig Worker,Traditional,740.6201052221979,83.5142671827607,6.0,53.43820784058043,14.380132645858652,0,3658.23,0,7.0,2864.06,1.79,44.34,1
B_003968,41,Urban,Self-Employed,Traditional,682.0315722000182,92.64573900698545,2.0,58.07327883450579,2.0211259226169402,0,368.91,3,12.0,1131.91,29.68,2406.79,0
B_003969,52,Urban,Gig Worker,Thin File,,,,54.31292645554693,3.3831804257455547,0,3751.51,3,37.0,4896.67,21.92,4196.83,1
B_003970,30,Rural,Salaried,Traditional,555.9027509695178,92.86012535604561,4.0,55.242128782167754,6.028994491409863,0,2357.02,1,31.0,2041.13,6.42,522.57,0
B_003971,64,Urban,Salaried,Traditional,622.8375694219286,63.8368012108667,1.0,56.3780830046674,1.8994456018467087,0,51.7,1,6.0,6590.52,0.46,7934.38,1
B_003972,51,Urban,Salaried,Traditional,740.1488373853451,81.75832897573818,3.0,66.26303649937617,1.509747497842494,0,523.82,2,3.0,2062.56,3.78,1987.98,0
B_003973,28,Urban,Gig Worker,Traditional,591.9146527401131,82.54213404678048,3.0,58.905903204506416,1.075039977645082,0,243.92,1,10.0,5632.85,36.98,396.9,0
B_003974,53,Urban,Salaried,Traditional,701.2565678881966,95.48674735824517,1.0,78.18251190670826,9.78848212995748,0,731.05,1,10.0,7724.39,5.36,469.98,0
B_003975,68,Urban,Gig Worker,Thin File,,,,64.5830127321324,7.507282193127233,0,1558.62,0,47.0,2132.63,33.36,451.04,1
B_003976,34,Suburban,Unemployed,Traditional,717.6710252603215,95.27300624166402,3.0,64.85154695428062,3.148030094953442,1,746.52,1,7.0,1316.49,39.19,203.07,0
B_003977,52,Urban,Salaried,Traditional,724.8211373086151,59.8731155798769,1.0,24.181448081819493,10.84871837062213,0,566.77,0,12.0,924.79,7.2,3200.1,0
B_003978,35,Suburban,Salaried,Traditional,730.2180842512053,81.73756605344687,3.0,73.89358888069725,21.434628070843672,1,1637.04,1,10.0,8230.45,1.51,217.03,0
B_003979,57,Urban,Salaried,Traditional,630.0965526365976,97.30216771714953,3.0,82.12249800549914,0.6283087813166113,0,313.78,1,13.0,3520.25,8.2,962.22,0
B_003980,39,Urban,Salaried,Traditional,562.5876349071061,73.86274434963154,2.0,85.94232840560588,1.93454717914896,1,193.18,0,17.0,9492.68,4.22,1112.8,0
B_003981,41,Urban,Salaried,Traditional,610.117167009332,84.78713053319002,1.0,84.10839802609073,9.907248694030619,0,710.62,2,102.0,2282.51,9.08,864.21,0
B_003982,36,Suburban,Gig Worker,Thin File,,,,76.20604000772273,5.389887986887808,1,1440.85,1,74.0,569.21,13.83,271.2,0
B_003983,54,Urban,Salaried,Traditional,583.9322724963445,76.68123401842765,2.0,39.89595193808507,4.578572692200039,0,877.52,0,13.0,2705.16,5.62,5710.86,0
B_003984,56,Suburban,Salaried,Traditional,596.7511456092394,51.25340045143842,2.0,60.8353903337596,,0,1397.63,2,38.0,2354.93,8.05,604.36,0
B_003985,38,Suburban,Salaried,Traditional,596.3084799393861,86.47794445134896,2.0,70.85477382787403,3.108474988494037,0,6056.64,0,55.0,2599.53,6.07,1021.81,0
B_003986,25,Suburban,Gig Worker,Thin File,,,,92.5684975717158,6.544817500795816,1,1500.29,1,69.0,1910.34,23.17,209.63,1
B_003987,45,Urban,Self-Employed,Traditional,588.2396507094561,80.64885063767892,2.0,38.3696366274663,0.22805399315224556,0,913.32,3,19.0,5161.06,39.06,873.5,0
B_003988,22,Urban,Gig Worker,Thin File,,,,79.27199157777584,4.31713384251748,0,5285.34,3,37.0,1345.61,8.17,599.71,1
B_003989,34,Urban,Unemployed,Thin File,,,,20.514061640206783,5.130024834508281,0,420.0,1,9.0,3011.56,21.07,9094.78,1
B_003990,54,Suburban,Salaried,Traditional,540.0849474756523,78.96619229480352,2.0,81.64968915156014,2.278472982777566,1,650.47,0,14.0,3994.46,2.11,2532.46,0
B_003991,53,Urban,Salaried,Traditional,639.0684916068334,96.53348628753086,2.0,53.72485281841667,3.443635507239266,2,2104.65,1,22.0,4341.77,4.03,8623.83,1
B_003992,36,Rural,Salaried,Thin File,,,,79.58686174892141,0.9055867946110635,0,313.9,1,55.0,7398.87,6.57,3787.48,0
B_003993,44,Rural,Salaried,Traditional,533.5381788093069,66.5658949698562,1.0,73.44572368593484,,0,1292.4,1,113.0,2444.34,6.24,899.8,1
B_003994,51,Urban,Self-Employed,Traditional,756.2648247812809,70.87698915646797,1.0,72.99855910268866,4.097071540191091,1,128.92,0,67.0,10346.65,23.25,4264.87,0
B_003995,28,Urban,Salaried,Traditional,564.7215347712737,87.35985938240353,2.0,53.3273770982983,4.040400832957086,1,9124.45,0,12.0,1440.86,1.84,684.29,1
B_003996,62,Suburban,Salaried,Traditional,648.3613088810652,81.8367208967051,3.0,71.36510205400187,11.591186079115054,2,587.22,0,66.0,21018.75,2.51,652.61,0
B_003997,64,Urban,Self-Employed,Thin File,,,,71.08975424874761,,0,7126.64,1,1.0,12970.71,38.36,3776.67,1
B_003998,29,Urban,Self-Employed,Traditional,635.0847914595579,70.18875999677957,4.0,64.41066231041445,3.3155635465436957,0,53.68,2,103.0,4313.41,10.62,456.67,1
B_003999,38,Rural,Self-Employed,Traditional,674.8158641214782,87.33339350938274,0.0,56.48739620864938,,0,370.0,1,33.0,13654.95,11.17,937.44,0
B_004000,28,Urban,Salaried,Traditional,742.2848283181359,77.52673458945335,8.0,79.8821640037228,1.4254148962145152,0,1838.98,1,26.0,4107.89,9.8,162.3,0
B_004001,56,Rural,Gig Worker,Traditional,676.7358734957432,92.99656745001037,1.0,85.55114644096754,,0,3109.29,1,6.0,14237.08,24.89,1242.06,1
B_004002,45,Suburban,Salaried,Traditional,631.546107192539,73.95273049397436,1.0,72.8741955779557,7.021165697965495,0,7300.22,1,45.0,3413.36,7.48,2325.66,0
B_004003,22,Suburban,Salaried,Traditional,716.5878947808716,72.17837571040752,2.0,51.07203500914822,0.4553407643186904,0,3400.7,2,97.0,476.05,2.2,131.57,0
B_004004,34,Urban,Gig Worker,Traditional,696.5810982898005,75.80521911819494,2.0,75.07552111028086,7.239114142505787,2,92.86,4,81.0,4132.66,6.03,464.54,1
B_004005,37,Urban,Unemployed,Traditional,626.439715205854,91.02386156438116,2.0,55.95501639502467,3.083733673447785,0,228.87,0,62.0,2879.54,13.62,824.65,0
B_004006,58,Suburban,Salaried,Traditional,683.3841137667492,76.97965651276147,1.0,63.664875693384836,,1,581.87,0,148.0,1537.43,2.91,3199.75,0
B_004007,63,Urban,Salaried,Traditional,619.8125997433929,80.78810897230571,3.0,44.09503445595035,1.21172054471247,0,14872.7,0,80.0,5072.88,1.91,1194.57,0
B_004008,29,Urban,Salaried,Traditional,610.7409017282446,95.46960513068295,3.0,69.80485258983859,9.617479949983533,1,494.62,0,71.0,9113.42,7.87,1398.08,1
B_004009,23,Urban,Salaried,Traditional,744.4640971319924,60.209411756338724,3.0,63.45260892160698,8.48292602240088,1,467.81,1,4.0,825.87,4.57,418.91,0
B_004010,34,Urban,Gig Worker,Traditional,715.7567045255324,36.96773212438495,1.0,84.64301754632619,0.11146784775777797,0,874.31,2,16.0,1725.54,25.63,5384.19,0
B_004011,68,Urban,Salaried,Thin File,,,,71.84328949822051,15.230483382586144,0,1331.52,1,16.0,1262.5,3.47,46.63,0
B_004012,36,Suburban,Gig Worker,Traditional,730.8102800921209,59.33484201549363,4.0,57.145753806941244,0.8611793427961939,0,237.93,0,31.0,2331.3,35.31,937.91,0
B_004013,43,Urban,Self-Employed,Traditional,609.0224592756758,81.73340417971951,0.0,64.07860571855919,8.890820871460113,1,471.87,2,74.0,12753.99,39.15,1625.3,1
B_004014,65,Urban,Salaried,Thin File,,,,72.09756105703794,9.903514944233915,0,5251.12,1,127.0,4014.72,6.63,233.57,0
B_004015,61,Suburban,Salaried,Traditional,656.1914311774462,89.86294643968691,2.0,81.74052929313224,5.4492389233771386,0,38000.16,0,22.0,3334.54,9.42,2028.9,1
B_004016,61,Rural,Salaried,Traditional,754.3374258613773,79.42681167535565,1.0,77.37207852948178,2.211253325861641,2,3782.27,1,12.0,1636.98,5.69,2838.36,1
B_004017,69,Urban,Salaried,Traditional,669.9906712022963,80.91168815578645,4.0,77.50167822994844,2.643229823981735,0,1501.22,1,16.0,3771.36,7.03,1627.3,1
B_004018,49,Urban,Salaried,Traditional,705.0530470303459,60.39639247594369,1.0,76.34597985007987,4.277155165394641,0,5010.25,1,123.0,2687.09,5.09,869.83,0
B_004019,23,Suburban,Salaried,Thin File,,,,56.82897616798215,9.487251046529826,0,7592.42,0,42.0,3142.68,8.12,3231.56,0
B_004020,53,Rural,Gig Worker,Traditional,745.0560308227512,57.70965811031753,3.0,64.32677365543074,13.521369385196591,0,91.93,1,75.0,2146.65,44.79,3932.24,1
B_004021,55,Suburban,Salaried,Thin File,,,,78.02055175519064,18.120213381640493,0,434.45,0,21.0,7543.53,1.76,5084.43,0
B_004022,28,Suburban,Gig Worker,Thin File,,,,81.46539745337316,1.0242856425706628,2,118.42,0,8.0,7464.14,30.55,3898.02,0
B_004023,50,Urban,Salaried,Thin File,,,,71.67459072369476,4.475643614147669,0,182.84,2,31.0,3245.19,7.73,12011.83,0
B_004024,41,Suburban,Gig Worker,Thin File,,,,61.48545491502018,0.0023168832218950514,0,68.86,2,46.0,8648.98,24.17,6509.93,1
B_004025,40,Urban,Unemployed,Traditional,617.9485081449103,79.49740711133458,0.0,50.18503837134281,15.86073931467049,0,350.94,2,10.0,4883.59,41.95,4729.08,1
B_004026,32,Suburban,Salaried,Traditional,709.1447127213393,81.25956611160224,1.0,70.6590204048856,8.966720166650767,2,1297.55,1,1.0,2358.06,2.31,5735.44,1
B_004027,44,Suburban,Gig Worker,Traditional,567.3631831916879,88.26498961567421,3.0,55.84873552062158,0.15528331594786682,0,2962.98,2,28.0,4056.83,45.55,1548.68,1
B_004028,28,Rural,Self-Employed,Traditional,850.0,89.6351209598861,0.0,84.11630583194332,2.914689560086252,0,990.3,1,26.0,852.48,10.76,21.18,0
B_004029,68,Urban,Gig Worker,Thin File,,,,77.67397546567446,0.12645951776169803,2,848.3,0,34.0,4212.09,5.63,1644.2,0
B_004030,67,Urban,Self-Employed,Traditional,729.7842141926299,91.39718235151261,1.0,72.28495880761105,15.487988144364813,0,1145.48,0,34.0,1797.12,19.23,1548.45,0
B_004031,34,Suburban,Salaried,Traditional,686.050429654199,77.48785875054274,1.0,72.19576772684803,0.232063718725317,0,369.5,1,9.0,4776.52,1.23,1392.32,0
B_004032,68,Suburban,Salaried,Traditional,630.5017564155762,95.42227534959646,0.0,81.38005208634135,,1,1583.21,0,42.0,451.26,5.74,6111.2,0
B_004033,31,Suburban,Salaried,Traditional,575.1851008523302,89.72448329287704,1.0,75.5400931023273,,1,3215.24,0,25.0,5359.71,6.28,951.09,0
B_004034,44,Urban,Salaried,Traditional,670.8941898008461,84.70793281611247,3.0,87.13990707971249,3.7886998316405935,1,1569.68,0,3.0,3078.62,5.56,2184.75,0
B_004035,35,Urban,Unemployed,Thin File,,,,10.540718577611194,0.9967497393382763,0,937.93,2,16.0,1501.57,43.99,8297.38,0
B_004036,45,Suburban,Self-Employed,Traditional,615.8846521077403,60.691904584076184,2.0,63.24630541025138,4.579745551529026,0,2745.75,0,39.0,2264.06,38.42,1931.77,1
B_004037,68,Urban,Salaried,Traditional,566.6594688180365,62.87359998653659,0.0,95.37129317951467,15.010522567097945,2,948.14,1,41.0,2658.23,8.74,1025.47,1
B_004038,64,Rural,Gig Worker,Traditional,699.9730441544884,80.31862387791233,4.0,63.003869449954685,6.525888044096346,0,590.92,0,37.0,3076.4,11.48,16252.97,0
B_004039,64,Urban,Gig Worker,Traditional,649.8405195341685,67.64469502775825,1.0,69.94087397153795,4.359892517106534,0,1356.91,1,28.0,878.56,39.29,2275.34,0
B_004040,21,Suburban,Salaried,Thin File,,,,76.71600514499963,2.320487080887471,0,718.12,1,20.0,4062.98,5.18,3226.15,1
B_004041,24,Suburban,Salaried,Thin File,,,,55.871461681073185,,2,21956.51,0,44.0,618.4,4.45,1513.72,1
B_004042,62,Suburban,Salaried,Traditional,698.357170406373,95.62313511952105,2.0,71.52563726036597,14.363181254248666,0,21087.26,2,6.0,2040.88,1.28,6942.08,1
B_004043,52,Urban,Gig Worker,Thin File,,,,84.70237694930178,7.959996108743904,1,3759.61,2,63.0,820.15,31.57,2510.49,0
B_004044,65,Rural,Gig Worker,Thin File,,,,64.95400872046136,9.46361353815862,0,165.12,1,26.0,3982.75,49.43,479.76,1
B_004045,26,Urban,Salaried,Thin File,,,,79.84130618130622,14.260733459209447,0,4136.51,2,4.0,2040.39,8.84,6797.7,1
B_004046,25,Suburban,Salaried,Traditional,716.6989158337175,73.22743451335388,3.0,91.63834470455102,2.265594228249474,0,6161.55,1,60.0,1412.36,7.65,207.93,0
B_004047,69,Urban,Gig Worker,Thin File,,,,74.05515613673913,1.612984129061794,0,157.53,0,41.0,330.36,23.46,2927.26,1
B_004048,62,Urban,Gig Worker,Traditional,572.6775543338827,61.63201466364201,1.0,62.523313472350694,32.52176638319891,0,878.36,0,5.0,4385.91,32.03,791.14,0
B_004049,34,Urban,Gig Worker,Traditional,566.2693695938686,72.5453645927443,2.0,69.45600817809645,0.10244398495156537,2,2964.31,3,11.0,2830.84,29.89,387.45,1
B_004050,34,Urban,Self-Employed,Traditional,716.2562333823655,63.56331961116028,1.0,64.66228397760693,0.33264223094999035,0,2177.03,0,5.0,3913.33,16.72,554.75,0
B_004051,66,Rural,Salaried,Traditional,735.8038027902852,80.27964970650106,4.0,73.47366133254944,,0,1196.23,2,21.0,946.19,5.22,1670.72,0
B_004052,50,Urban,Salaried,Traditional,596.2994240540379,87.58181651861946,0.0,56.77467923936762,0.025695007720236796,0,8336.58,1,24.0,7082.1,6.5,876.78,0
B_004053,49,Suburban,Salaried,Traditional,757.6133642555716,94.6844972185278,2.0,79.89758335426178,1.2649787854703254,1,7707.52,0,160.0,1014.44,8.26,289.41,0
B_004054,25,Rural,Gig Worker,Thin File,,,,78.79249342663738,,1,1844.83,3,44.0,798.1,0.96,2333.0,1
B_004055,36,Urban,Salaried,Traditional,775.6687325554016,91.36655269331399,2.0,55.007494500489486,6.54057532041813,0,568.6,1,8.0,12302.08,7.48,1987.81,0
B_004056,55,Suburban,Gig Worker,Thin File,,,,85.53629151647432,8.655948035823647,0,5515.54,1,38.0,3027.85,48.85,1567.9,0
B_004057,20,Urban,Salaried,Thin File,,,,83.04105956859999,2.003629912697763,1,1399.39,1,3.0,1064.89,6.09,375.82,1
B_004058,22,Urban,Gig Worker,Thin File,,,,69.25878261018826,0.2943840413208273,1,993.62,1,73.0,3136.87,30.53,4319.52,0
B_004059,30,Urban,Salaried,Traditional,590.0707127903627,72.79062407698372,2.0,82.21964664551282,3.3570787174918264,1,191.0,1,18.0,1533.97,7.8,310.87,0
B_004060,64,Rural,Salaried,Traditional,850.0,95.33257446441597,0.0,81.48718765339237,,0,1760.33,2,13.0,11599.68,3.48,227.62,0
B_004061,63,Urban,Self-Employed,Traditional,609.6971455611284,96.68248069264061,3.0,60.55103825522228,0.15076134975862462,0,5436.7,0,75.0,2188.72,16.31,1738.71,0
B_004062,48,Suburban,Salaried,Traditional,676.1597814657856,82.28862467363189,3.0,44.54430945644029,,0,1592.23,0,22.0,2739.31,1.66,809.67,0
B_004063,33,Suburban,Gig Worker,Thin File,,,,51.00154316524258,,1,1850.18,0,6.0,2393.19,14.67,1050.29,0
B_004064,67,Rural,Salaried,Traditional,649.8567209696208,89.00067853428813,2.0,43.06369626978551,1.3067720271199368,1,990.09,1,12.0,1953.07,7.92,3420.43,0
B_004065,49,Urban,Salaried,Traditional,850.0,69.35988867100346,1.0,31.810513744953344,2.6377039281076975,0,1117.08,1,13.0,1687.37,6.27,112.5,1
B_004066,39,Suburban,Gig Worker,Thin File,,,,51.406683726837045,0.5169120740987154,0,471.27,1,70.0,1967.48,47.4,364.14,0
B_004067,46,Suburban,Gig Worker,Thin File,,,,82.21306790476655,9.866258568678619,1,207.7,0,50.0,3313.79,17.14,888.73,0
B_004068,39,Suburban,Salaried,Traditional,661.1677670970867,95.93931644861009,1.0,71.90513617308501,4.896919342713272,1,3453.17,3,1.0,4478.38,1.07,285.39,1
B_004069,60,Rural,Gig Worker,Thin File,,,,81.14936060135182,1.2594502550472744,1,579.43,0,37.0,4614.87,29.87,314.29,0
B_004070,20,Rural,Salaried,Thin File,,,,58.88256428470535,4.378736481084287,1,1048.23,0,20.0,698.75,1.53,1502.34,0
B_004071,27,Urban,Salaried,Traditional,700.4905674927337,69.93498223514563,2.0,70.5276275320618,3.714131333668921,2,404.73,0,5.0,1692.45,3.16,2015.86,0
B_004072,59,Urban,Salaried,Traditional,730.2958640378193,90.2596882306753,0.0,68.66149545303072,5.145746776995955,2,1721.73,0,63.0,4939.48,2.91,711.1,0
B_004073,38,Urban,Salaried,Traditional,622.2550837330815,67.54988978856119,2.0,89.66630566809035,5.8169157090615204,0,1617.17,1,87.0,5715.57,5.78,517.33,1
B_004074,33,Urban,Salaried,Traditional,850.0,56.07601538707242,3.0,64.07953131427445,5.15781620264265,0,242.16,0,70.0,3507.0,1.15,1714.97,0
B_004075,29,Urban,Salaried,Traditional,734.4752834587038,57.1840189261923,1.0,77.77866344816822,0.26702873990197834,0,420.67,1,10.0,1966.82,6.48,192.71,0
B_004076,19,Urban,Salaried,Thin File,,,,65.54659210881505,3.1821395669924186,1,7110.83,1,22.0,1103.87,0.95,1713.53,0
B_004077,58,Urban,Gig Worker,Thin File,,,,57.47286814381538,7.878250290981191,2,3246.45,1,40.0,6293.8,49.01,443.75,0
B_004078,41,Rural,Salaried,Thin File,,,,48.85153400371093,6.022674332599599,0,506.32,2,10.0,2597.07,8.04,569.42,0
B_004079,52,Urban,Unemployed,Traditional,582.7201591509224,50.09230012917456,2.0,42.389522087531745,7.976158008818473,0,3860.05,0,1.0,2364.29,36.56,3279.49,1
B_004080,47,Rural,Gig Worker,Thin File,,,,81.52081166009908,5.19983910118494,0,215.74,0,11.0,3390.8,24.92,1638.35,0
B_004081,47,Urban,Salaried,Traditional,714.5003017920865,64.83721617313921,3.0,74.48746066396023,6.014007797679847,0,11438.33,1,65.0,2115.13,7.2,9962.62,0
B_004082,64,Suburban,Salaried,Traditional,672.9611146070885,68.0851420017586,5.0,73.09319077224946,6.231073129406388,0,288682.24,2,50.0,3822.47,3.91,490.78,0
B_004083,52,Rural,Salaried,Traditional,763.678228348537,94.41274112094096,3.0,47.84011646683734,1.641552233034752,0,474.42,0,11.0,4562.68,3.1,294.26,1
B_004084,36,Urban,Gig Worker,Thin File,,,,53.97577261990079,4.646799427168168,0,1040.65,2,13.0,3473.86,16.37,3322.7,1
B_004085,67,Urban,Salaried,Thin File,,,,66.96495752463221,0.1852137280841473,0,1556.06,0,34.0,1781.63,9.45,3108.43,0
B_004086,25,Urban,Salaried,Thin File,,,,43.12301208990102,6.778767262594192,0,3590.77,3,54.0,4995.53,8.39,163.57,0
B_004087,43,Urban,Gig Worker,Traditional,690.2034919575673,82.65222979442251,1.0,89.52648378667783,2.7191928559898004,2,304.28,2,76.0,6385.04,18.0,587.37,0
B_004088,66,Rural,Self-Employed,Traditional,722.4468965274216,88.26253587487612,1.0,53.5165781832295,,1,850.36,1,27.0,5050.79,27.1,37.78,0
B_004089,57,Rural,Salaried,Traditional,561.8977666854219,71.34662310298802,3.0,55.320607379076726,,0,16165.49,1,136.0,1132.32,1.16,1386.85,0
B_004090,24,Urban,Salaried,Traditional,643.4946535984615,73.47396797681144,3.0,61.784520229891484,2.334197508881673,0,733.53,0,24.0,995.09,7.96,2342.05,1
B_004091,47,Urban,Gig Worker,Thin File,,,,77.71534433727068,0.4384877531192909,0,2824.56,2,5.0,1083.62,7.58,637.91,0
B_004092,24,Urban,Gig Worker,Thin File,,,,82.42856867374881,3.267532899179735,0,218.0,0,25.0,9528.63,21.59,5431.0,0
B_004093,20,Urban,Salaried,Traditional,737.2209226960324,81.67165708413063,3.0,89.49434130731674,1.1824495729739775,0,4583.23,1,12.0,6576.71,8.04,2237.06,0
B_004094,18,Suburban,Salaried,Thin File,,,,71.96862414860038,1.872458289536416,0,12980.38,1,5.0,2017.48,7.15,2224.98,1
B_004095,53,Urban,Gig Worker,Traditional,588.6396371749584,80.86971401955914,2.0,89.51126181311162,,1,1014.19,0,22.0,1048.84,18.0,5188.53,1
B_004096,42,Suburban,Gig Worker,Thin File,,,,67.29760045857128,,0,2000.04,2,10.0,4392.34,3.7,112.99,1
B_004097,54,Urban,Gig Worker,Thin File,,,,80.73509519004647,1.7828797880058906,0,3770.76,0,19.0,697.45,10.21,772.74,0
B_004098,18,Urban,Salaried,Thin File,,,,42.146903009557874,3.2941546668039416,0,357.51,0,37.0,614.19,4.13,170.19,0
B_004099,32,Suburban,Gig Worker,Traditional,802.3275893213591,69.15001919923525,6.0,53.0436116609303,6.617160555456282,0,212.73,1,36.0,3402.36,11.89,821.48,0
B_004100,54,Urban,Salaried,Traditional,692.2465804178419,70.41415389985637,4.0,67.96128883150458,1.9853322322885212,0,311.93,3,55.0,2173.35,3.21,246.57,0
B_004101,30,Rural,Salaried,Traditional,659.1506675534214,77.87738770700884,2.0,77.89804473809346,1.0713363264865596,1,4231.15,0,33.0,4668.66,8.59,281.16,0
B_004102,57,Rural,Self-Employed,Traditional,564.5045113039492,87.87138011510756,3.0,66.22743122086851,5.331993493420402,0,13696.14,0,90.0,5842.63,35.71,6521.91,1
B_004103,25,Urban,Salaried,Traditional,688.6455387648848,88.62058405430592,0.0,75.9058787580812,0.257882138805894,0,600.82,0,25.0,2194.44,7.88,410.43,1
B_004104,22,Urban,Gig Worker,Thin File,,,,55.14035275351672,5.029843298711062,0,936.34,0,8.0,1441.64,49.09,785.96,1
B_004105,26,Rural,Salaried,Traditional,783.2154039949855,86.92195868768638,4.0,52.63072122505594,,2,1338.41,1,3.0,5016.28,2.64,496.4,0
B_004106,18,Rural,Gig Worker,Thin File,,,,54.489255868341466,5.139185841391241,0,211.34,2,46.0,440.49,18.51,7411.44,0
B_004107,53,Rural,Salaried,Thin File,,,,82.05468997023058,2.952817368067215,1,123.74,3,9.0,4249.77,4.76,1586.01,0
B_004108,52,Urban,Self-Employed,Traditional,624.9186910838355,90.02580470659939,1.0,53.10585327439381,6.32228916102958,1,10270.96,1,11.0,23716.6,37.96,705.6,0
B_004109,19,Rural,Salaried,Thin File,,,,41.44591090926176,0.09395150658774132,0,4083.32,0,3.0,2399.76,9.97,1395.85,1
B_004110,57,Urban,Self-Employed,Traditional,691.807934046748,83.06195901800838,2.0,55.510843057338214,4.195632379574359,0,545.07,2,32.0,2834.95,41.16,877.27,0
B_004111,40,Suburban,Self-Employed,Traditional,692.0507472254754,91.95846656210843,0.0,83.8808720649902,3.7871036039410457,1,2381.58,1,137.0,1765.59,7.79,436.0,0
B_004112,26,Rural,Salaried,Traditional,760.8599946322448,87.42349485629747,0.0,53.88259398669353,,1,2505.29,0,23.0,3126.02,4.88,543.69,1
B_004113,51,Urban,Salaried,Traditional,756.9666346193037,86.11461739482891,6.0,62.01601069326842,,1,2347.9,1,2.0,8751.67,0.45,8674.43,0
B_004114,63,Rural,Salaried,Traditional,721.6453424168866,95.17127841989452,0.0,47.97470635270755,2.3238757376062575,0,4278.38,0,30.0,1326.59,5.35,220.43,0
B_004115,31,Urban,Gig Worker,Thin File,,,,55.47992552087878,3.1491875798854583,2,481.6,2,40.0,2165.92,34.24,2869.51,1
B_004116,21,Rural,Salaried,Traditional,603.0867743054557,85.02314526482164,3.0,80.77934886382488,0.4928775285033483,0,44.2,2,10.0,1187.49,2.37,39.96,0
B_004117,47,Urban,Salaried,Traditional,608.9686823772331,80.2017610812788,5.0,71.25838802388334,0.8824354547386175,0,555.69,1,4.0,3630.62,5.9,813.12,0
B_004118,48,Rural,Salaried,Thin File,,,,60.41530484931481,6.52640886179246,0,755.67,0,19.0,2295.07,6.45,646.62,0
B_004119,55,Urban,Gig Worker,Traditional,517.8943156195087,87.92558689041398,5.0,68.0813113191714,6.828651779063785,0,904.69,1,29.0,1494.73,0.48,1258.08,1
B_004120,28,Suburban,Salaried,Thin File,,,,58.40271984510452,,0,363.7,0,24.0,2240.7,6.12,965.34,1
B_004121,52,Suburban,Salaried,Traditional,792.6914173163309,94.42494549836772,1.0,75.7538826951839,5.137319898832413,2,11860.35,1,3.0,1615.77,9.69,780.02,0
B_004122,25,Urban,Gig Worker,Thin File,,,,63.162643897259954,4.222491385966356,0,1402.66,1,42.0,6815.97,43.19,232.7,0
B_004123,20,Urban,Self-Employed,Thin File,,,,49.264055890117945,1.3203600743723025,1,11.27,1,17.0,1580.79,9.78,5505.81,0
B_004124,31,Suburban,Salaried,Traditional,624.1395669000176,58.20204391682894,3.0,74.88678607401323,6.243410303184139,1,14260.72,0,118.0,4497.06,4.13,1594.53,0
B_004125,30,Urban,Unemployed,Traditional,744.4572227821346,85.51619798885027,1.0,62.28852754731621,2.421316126429928,0,5070.15,1,161.0,1631.51,28.88,5352.67,0
B_004126,62,Suburban,Self-Employed,Traditional,704.4844292841818,89.40257516803514,1.0,44.5650662999982,2.4931531291761626,1,445.85,3,37.0,11401.93,0.59,2547.43,1
B_004127,49,Urban,Salaried,Traditional,660.2854037933807,93.36449320306667,0.0,79.6472918529578,,0,367.5,0,32.0,4538.32,6.09,2411.63,0
B_004128,51,Rural,Salaried,Traditional,632.8775296875087,81.01001246742129,1.0,52.86599790798281,1.4265852514719257,0,3645.49,3,30.0,3228.81,5.13,435.35,1
B_004129,62,Urban,Gig Worker,Thin File,,,,77.9800000757686,,0,174.32,3,25.0,2567.17,43.93,240.92,0
B_004130,36,Urban,Salaried,Traditional,655.757058881041,82.26322746106538,2.0,75.31443256027386,,1,1942.58,1,144.0,1406.08,0.35,2092.87,0
B_004131,55,Urban,Salaried,Traditional,742.7503655933372,78.65261302300584,0.0,29.791269648953257,,0,351.53,1,34.0,8867.27,1.76,2912.46,0
B_004132,33,Urban,Salaried,Traditional,779.2935276782973,77.84800321294857,1.0,81.21302122105647,,1,8799.59,2,108.0,2440.43,6.72,416.32,0
B_004133,19,Urban,Gig Worker,Traditional,570.6200137725828,79.78555464391246,2.0,67.413279499963,10.593063269123446,0,641.22,0,20.0,1643.48,10.35,1261.27,0
B_004134,57,Urban,Salaried,Thin File,,,,80.75987995995897,4.869678854225123,0,1691.47,2,89.0,6244.43,1.92,1981.22,0
B_004135,34,Rural,Self-Employed,Traditional,787.8444950118985,83.39271546188148,1.0,88.13221424445595,10.509941581425078,0,698.23,1,99.0,6195.61,13.83,7291.94,0
